Sex,Age,Length,Mass
B,5,42.5,1020
R,4,42.5,1300
B,4,42.5,1040
B,5,42.5,1020
B,5,42.5,1040
B,5,42.5,1200
B,5,42.5,1020
B,5,42.5,1100
B,5,42.5,1140
R,5,42.5,1260
R,5,42.5,1260
B,6,43,1240
B,5,43,1340
B,5,43,0
B,5,43,1240
B,5,43,1180
B,5,43,1040
B,6,43,1060
B,6,43,1180
B,5,43,1160
B,5,43,1180
B,6,43,NA
R,4,43,1040
B,4,43,1100
B,4,43,1120
B,4,43,980
B,4,43,1360
B,5,43,1080
B,4,43,1100
B,4,43,1000
B,5,43,1100
B,4,43,1140
B,5,43,1140
B,5,43,NA
B,5,43,NA
R,5,43,NA
B,6,43,1120
B,5,43,1200
B,5,43,1200
R,5,43,1200
B,5,43,1040
B,5,43,1060
B,4,43,0
B,6,43,1100
B,4,43,1160
R,4,43,1220
R,5,43,1200
R,6,43,1340
B,4,43,1100
R,5,43,1220
B,5,43,980
R,5,43,1380
B,4,43,1060
B,6,43,1140
R,4,43,1280
R,4,43,1280
R,5,43,1220
R,4,43,1300
R,6,43,1400
R,4,43,1260
R,5,43,1380
B,5,43,1080
R,5,43,1140
B,6,43,1160
R,5,43,1300
B,5,43,1020
R,5,43,1080
B,5,43,1100
B,5,43,1100
R,5,43,1140
B,4,43,1160
R,4,43,1420
B,4,43,0
B,5,43,1040
R,5,43,1260
R,5,43,1280
B,5,43,1180
B,4,43.3,1220
B,4,43.4,940
B,5,43.5,1260
B,6,43.5,1280
B,4,43.5,1340
B,6,43.5,1340
B,5,43.5,880
B,4,43.5,1040
R,4,43.5,1320
B,5,43.5,0
B,5,43.5,1020
B,6,43.5,1340
B,6,43.5,NA
B,5,43.5,1040
B,4,43.5,1220
B,5,43.5,1240
B,5,43.5,1120
B,4,43.5,1160
B,5,43.5,1360
B,6,43.5,1140
R,4,43.5,1340
B,5,43.5,1200
B,4,43.5,1280
B,5,43.5,1320
R,5,43.5,1320
B,5,43.5,1180
B,5,43.5,1260
B,5,43.5,1260
B,6,43.5,1300
R,4,43.5,1320
R,5,43.5,1440
B,4,43.5,1200
B,5,43.5,1220
R,5,43.5,1280
R,6,43.5,1340
B,4,43.5,1060
B,6,43.5,1080
B,5,43.5,2460
B,6,43.5,1000
R,4,43.5,1100
R,4,43.5,1220
B,5,43.5,1220
R,4,43.5,1320
R,5,43.5,1360
R,5,43.5,1340
R,6,43.5,1160
R,4,43.5,1220
R,5,43.5,1220
B,5,43.5,1160
B,5,43.5,1100
R,5,43.5,1140
B,4,43.5,1180
R,4,43.5,1260
B,6,44,1240
B,6,44,1220
B,6,44,1200
B,4,44,1220
B,5,44,1240
R,4,44,1420
B,6,44,1280
R,5,44,1340
B,4,44,860
R,4,44,1460
B,5,44,1180
B,4,44,1240
B,4,44,1260
R,6,44,1440
B,5,44,1060
B,4,44,1160
B,5,44,1380
B,5,44,1400
R,4,44,1280
B,6,44,1340
B,4,44,1360
B,5,44,1030
B,6,44,1420
B,4,44,1160
R,5,44,1400
B,4,44,1080
B,5,44,NA
R,5,44,NA
R,6,44,NA
R,4,44,1440
R,5,44,1280
R,5,44,1340
R,5,44,1320
B,6,44,1240
B,4,44,1100
R,5,44,1200
B,6,44,1260
R,5,44,1360
B,5,44,1020
R,5,44,1260
R,4,44,1420
R,5,44,1260
R,5,44,1320
R,5,44,1340
B,4,44,2440
R,4,44,1580
R,5,44,1100
R,5,44,1380
R,4,44,1200
R,5,44,1260
R,5,44,1460
R,4,44,1220
B,4,44,1240
B,5,44,1240
R,4,44,1380
B,5,44,1000
R,6,44,1180
R,5,44,1280
R,5,44,1460
R,5,44,1480
R,5,44,1440
B,5,44,0
R,5,44,1400
B,5,44,NA
R,5,44,1360
B,5,44.3,940
R,6,44.5,1380
R,5,44.5,1400
B,5,44.5,1120
B,5,44.5,1280
B,5,44.5,1400
B,4,44.5,1420
B,3,44.5,960
B,4,44.5,1220
B,4,44.5,1160
R,6,44.5,1520
R,4,44.5,1540
R,5,44.5,1600
B,5,44.5,1260
R,4,44.5,1440
R,5,44.5,1140
B,5,44.5,1160
B,5,44.5,1140
R,6,44.5,1360
R,5,44.5,1460
R,5,44.5,NA
B,5,44.5,1220
R,6,44.5,1440
R,4,44.5,1420
R,5,44.5,1460
B,5,44.5,1280
B,5,44.5,1300
B,4,44.5,NA
B,5,44.5,1240
R,5,44.5,1360
R,5,44.5,1500
R,5,44.5,1560
R,4,44.5,1500
R,5,44.5,1400
R,5,44.5,1060
R,4,44.5,1180
B,6,44.5,1180
R,5,44.5,1340
R,5,44.5,1400
R,4,44.5,1420
R,5,44.5,1300
R,4,44.5,1320
R,5,44.5,1380
R,4,44.5,1420
R,5,44.5,1440
R,5,44.5,1520
R,5,44.5,1300
R,4,44.5,1420
R,5,44.5,1440
R,5,44.5,1260
R,6,44.5,1500
B,5,44.5,1180
R,5,44.5,1340
R,5,44.5,1620
R,5,44.5,1620
B,5,44.8,1220
B,5,45,1340
R,6,45,1480
R,6,45,1420
R,6,45,1760
R,5,45,1400
R,5,45,1460
R,6,45,1440
B,4,45,980
B,6,45,1040
B,6,45,1400
B,5,45,NA
R,5,45,1800
R,6,45,NA
B,4,45,1300
B,4,45,1220
B,4,45,980
B,5,45,1300
R,5,45,1620
R,4,45,1900
R,5,45,NA
R,4,45,1380
R,5,45,1660
B,6,45,1400
R,5,45,1440
B,7,45,1320
R,5,45,1560
R,5,45,1320
R,5,45,1380
R,5,45,1400
R,5,45,1660
R,5,45,1460
R,5,45,1220
R,5,45,1360
R,5,45,1520
R,5,45,1340
R,5,45,1520
R,5,45,1600
R,5,45,1320
B,6,45,1320
R,6,45,1400
B,6,45,1460
R,5,45,1600
R,5,45,1440
R,5,45,1220
R,5,45,1540
R,4,45,1940
R,4,45.5,1540
R,6,45.5,1520
R,5,45.5,1340
B,6,45.5,980
R,5,45.5,1260
B,5,45.5,1260
R,4,45.5,1660
B,4,45.5,1460
R,6,45.5,1520
R,5,45.5,NA
R,5,45.5,NA
R,5,45.5,NA
R,6,45.5,1480
R,4,45.5,1560
R,5,45.5,1720
R,5,45.5,1320
R,5,45.5,1420
B,5,45.5,1500
R,5,45.5,1620
R,5,45.5,1340
B,6,45.5,1320
R,4,45.5,1400
R,5,45.5,1100
R,5,45.5,1580
R,5,45.5,2840
R,5,45.5,2860
R,5,45.5,134
R,5,45.5,1400
R,5,45.5,1560
R,5,45.5,1500
R,5,45.5,1580
R,5,45.5,1600
R,5,45.5,1540
R,5,45.5,1280
R,5,45.5,1460
R,6,45.5,1300
R,5,45.5,1560
R,5,45.5,1400
R,5,45.5,1480
R,4,45.5,1220
R,5,45.5,1560
R,6,45.5,1440
R,5,45.5,1480
R,5,46,1640
B,4,46,960
B,5,46,1040
B,5,46,1040
R,4,46,1460
R,4,46,1460
R,4,46,1620
R,6,46,1500
R,6,46,1540
R,6,46,NA
R,5,46,NA
R,5,46,NA
R,6,46,NA
R,5,46,1640
R,5,46,1640
R,6,46,1500
R,6,46,1660
B,5,46,1220
R,6,46,1580
R,5,46,1480
R,5,46,1560
R,5,46,1640
R,5,46,1460
R,5,46,1660
R,5,46,2760
R,5,46,1440
R,5,46,1440
R,5,46,1480
R,6,46,1480
R,4,46,1560
R,5,46,1420
R,5,46,1520
B,4,46,0
R,5,46,1520
R,5,46,1180
R,6,46,1360
R,5,46,1440
R,6,46,1500
R,6,46,1500
R,6,46,1560
R,4,46,1920
R,5,46.5,1400
R,5,46.5,1460
B,4,46.5,1020
R,5,46.5,NA
R,7,46.5,1460
R,5,46.5,1580
R,4,46.5,1600
R,5,46.5,1520
R,4,46.5,1480
R,6,46.5,1800
R,4,46.5,1440
R,5,46.5,2920
R,5,46.5,1720
R,5,46.5,1560
R,6,46.5,1780
B,4,46.5,1700
R,4,46.5,1780
R,6,46.5,1320
R,5,46.5,1620
R,5,46.5,0
R,5,46.5,1780
R,5,47,1700
B,6,47,1560
R,6,47,162
R,6,47,NA
R,5,47,NA
R,6,47,NA
R,4,47,1700
R,5,47,1580
R,6,47,NA
R,5,47,NA
R,5,47,NA
R,5,47,NA
R,6,47,1680
R,5,47,1800
R,6,47,1780
B,6,47,1560
R,5,47,1620
R,6,47,1640
R,5,47,1520
R,5,47,1620
R,5,47,2960
R,5,47,1700
R,6,47,1620
R,6,47,1460
R,6,47,1580
R,5,47,1580
R,4,47,1620
R,4,47,1620
R,5,47,0
R,5,47,0
R,4,47,1500
R,5,47,1620
R,5,47,1660
B,4,47.2,1080
B,5,47.5,1460
R,4,47.5,1640
B,4,47.5,1140
B,5,47.5,1140
B,6,47.5,1180
R,6,47.5,1620
R,6,47.5,1680
R,6,47.5,1700
R,6,47.5,1720
R,6,47.5,1820
R,5,47.5,NA
R,5,47.5,1720
R,7,47.5,1600
R,6,47.5,1660
R,5,47.5,1620
R,6,47.5,1720
R,5,47.5,1140
R,4,47.5,1260
R,6,47.5,1480
R,5,47.5,1460
R,6,47.5,1520
B,6,47.8,1120
R,6,48,1860
R,6,48,1680
R,6,48,1620
R,5,48,1680
R,5,48,1540
R,5,48,1460
R,5,48,1660
R,5,48,1480
R,6,48,1880
R,6,48,1700
R,6,48,1820
R,5,48.5,1760
B,5,48.5,1260
R,7,48.5,NA
R,6,48.5,1800
R,5,48.5,1860
R,4,48.5,2080
R,6,48.5,NA
R,6,48.5,1640
R,5,48.5,1900
R,5,48.5,1700
R,5,48.5,1760
R,5,48.5,1840
R,5,48.5,2020
R,4,48.5,1560
R,6,49,NA
R,6,49,NA
R,5,49,1540
R,6,49,NA
R,6,49,1780
R,6,49,1980
R,6,49,1760
R,6,49,1880
B,6,49.5,NA
R,5,49.5,2120
R,5,49.5,1600
R,6,49.5,1940
R,5,49.5,2120
R,6,50,1820
B,4,50,1300
R,5,50,1340
R,6,50,1880
R,6,50,NA
R,6,50,NA
R,6,50,2180
R,6,50,2020
R,6,50,1840
R,6,50,1680
R,6,50,1800
R,6,50.5,1620
R,6,50.5,NA
R,6,50.5,NA
R,5,50.5,1900
B,6,51,1320
R,6,51,NA
R,7,51.5,NA
R,6,52,NA
R,4,52.5,1760
R,6,53.5,NA
R,7,53.5,NA
R,6,54.5,NA
B,3,32.5,440
B,3,33,560
B,3,33.3,540
B,4,33.5,560
B,3,33.5,520
B,3,34,620
B,3,34.5,680
B,3,34.5,620
B,3,35,620
B,3,35,580
B,3,35,580
B,3,35,680
B,4,35,580
B,3,35,680
B,3,35,500
B,3,35,630
B,3,35.5,720
B,4,35.5,720
B,3,35.5,640
B,4,35.5,620
B,4,35.5,660
B,4,35.5,640
B,3,35.5,745
B,3,35.8,680
B,4,36,640
B,3,36,680
B,3,36,700
B,4,36,720
B,3,36,680
B,3,36.3,700
B,4,36.3,860
B,3,36.5,660
B,3,36.5,520
B,3,36.5,680
B,4,36.5,720
B,4,36.5,740
B,3,36.5,660
B,3,36.5,700
B,3,36.8,640
B,3,37,640
B,4,37,780
B,3,37,760
B,3,37,660
B,3,37,680
B,3,37,740
B,4,37,620
B,3,37,740
B,3,37,840
B,3,37,720
B,4,37,700
B,4,37,760
B,3,37,750
B,3,37.5,620
B,4,37.5,760
B,3,37.5,740
B,3,37.5,760
B,3,37.5,780
B,3,37.5,800
B,4,37.5,660
B,4,37.5,740
R,4,37.5,900
B,4,37.5,760
B,4,37.5,780
B,4,37.5,760
B,4,38,700
B,3,38,720
B,4,38,820
B,4,38,740
B,3,38,880
B,4,38,720
B,4,38,820
B,3,38,775
B,4,38.3,840
B,3,38.3,840
B,4,38.5,720
B,4,38.5,720
B,3,38.5,780
B,3,38.5,820
B,4,38.5,720
B,3,38.5,720
B,4,39,820
B,4,39,740
B,4,39,980
B,4,39,880
B,4,39,800
B,3,39,700
B,3,39,920
B,4,39.3,860
B,3,39.5,780
B,3,39.5,940
B,5,39.5,900
B,3,39.5,820
B,5,39.5,1000
B,4,39.5,860
B,4,39.5,700
B,4,39.8,900
B,4,40,980
B,4,40,880
B,4,40,860
B,4,40,840
B,4,40,940
B,3,40,800
B,4,40,1100
B,3,40,820
B,3,40,720
B,4,40,860
B,4,40,840
B,4,40,750
B,3,40,940
B,4,40,940
B,4,40,960
B,4,40,965
B,4,40,800
B,4,40.5,940
B,4,40.5,1020
B,4,40.5,880
B,4,40.5,980
B,4,40.5,1020
B,3,40.5,980
B,4,41,1200
B,3,41,1020
B,4,41,920
B,4,41,920
B,4,41,940
B,4,41,940
B,3,41,980
B,3,41,900
B,4,41,900
R,4,41,970
R,4,41,1130
B,4,41.3,1040
B,4,41.5,940
B,4,41.5,1060
B,4,41.5,1060
B,4,41.5,960
B,5,41.5,1100
B,4,41.5,1040
B,5,41.5,1080
B,5,41.5,1080
B,4,41.5,1060
B,5,41.5,1060
B,4,41.8,1040
B,5,41.8,940
R,5,42,1420
B,4,42,980
R,4,42,1020
B,4,42,1060
B,4,42,1040
B,4,42,1160
B,4,42,1100
R,5,42,1280
B,4,42,980
B,4,42,1140
B,4,42,1060
B,5,42,1220
B,4,42,1580
B,4,42,900
B,5,42,1080
B,4,42.3,940
B,4,42.3,1060
R,4,42.3,1420
B,5,42.5,1000
B,4,42.5,1100
B,4,42.5,1180
B,4,42.5,960
B,5,42.5,1060
B,5,42.5,1100
B,4,42.5,1080
R,4,42.5,1260
B,5,42.5,860
R,4,42.8,1100
B,4,43,1100
B,4,43,1100
B,5,43,1120
B,3,43,1020
R,4,43,1000
B,4,43,1080
B,4,43,1220
R,4,43,1220
R,4,43,1280
B,4,43,1060
B,4,43,1220
R,4,43,1480
B,4,43,1160
B,4,43,1080
R,4,43,1080
R,4,43,1260
R,4,43,1140
R,4,43,1280
R,4,43,1315
B,4,43.5,1020
B,4,43.5,1120
B,5,43.5,1020
B,4,43.5,1180
R,4,43.5,1260
R,4,43.5,1280
B,4,43.5,1160
B,5,43.5,1040
B,4,43.5,1060
B,4,43.5,1100
R,4,43.5,1080
B,4,43.5,1080
B,5,43.5,1140
R,4,43.5,1160
B,5,43.5,1100
B,4,44,1080
B,4,44,1100
B,4,44,1120
B,5,44,1100
B,5,44,1180
B,5,44,1100
R,4,44,1380
R,5,44,1380
B,4,44,1160
B,4,44,1000
B,4,44,1060
B,4,44,1010
B,4,44,1260
B,5,44,1140
B,4,44,1160
B,4,44,1120
B,4,44,1240
R,4,44,1360
B,4,44,1000
B,4,44,1140
B,4,44,1240
B,5,44,1260
R,4,44,1400
B,5,44,1100
R,4,44,1200
B,4,44.5,1160
B,5,44.5,1120
B,5,44.5,1200
B,4,44.5,1240
B,5,44.5,1280
B,5,44.5,1200
B,4,44.5,1260
B,5,44.5,1260
B,5,44.5,1440
B,4,44.5,1160
B,5,44.5,1260
R,5,44.5,1560
B,5,44.5,1280
R,4,44.5,1320
B,4,44.5,1200
B,5,44.5,1160
B,5,44.5,1280
R,4,44.5,1420
B,4,44.5,1340
R,4,44.5,1340
R,4,44.5,1480
R,5,44.5,1180
R,4,44.5,1320
R,5,44.5,1220
R,4,44.5,1300
B,5,45,1140
B,5,45,1380
R,5,45,1180
B,4,45,1220
B,4,45,1320
R,5,45,1400
B,4,45,1260
B,5,45,1340
R,5,45,1240
R,4,45,1420
B,5,45,1260
B,5,45,1220
B,5,45,1240
R,4,45,1580
B,4,45,1000
R,5,45,1520
R,4,45,1320
R,4,45,1340
R,6,45,1220
R,4,45,1420
R,4,45,1400
R,4,45,1240
B,4,45,1260
R,5,45,1300
B,4,45,1260
B,4,45,1160
R,5,45,1235
B,4,45,1105
R,4,45,1325
R,4,45,1425
B,4,45.3,1300
R,4,45.3,1360
B,5,45.5,1460
R,4,45.5,1500
B,4,45.5,1200
R,5,45.5,1500
R,4,45.5,1200
R,4,45.5,1500
R,4,45.5,1480
R,5,45.5,1480
R,5,45.5,1480
R,4,45.5,1540
R,5,45.5,1200
R,4,45.5,1440
R,4,45.5,1380
R,5,45.5,1560
R,4,45.8,1300
R,5,46,1440
R,5,46,1460
R,5,46,1480
R,5,46,1700
B,5,46,1300
R,4,46,1740
R,4,46,1580
B,5,46,1360
B,4,46,1100
B,5,46,1420
R,5,46,1440
R,4,46,1460
R,5,46,1520
R,5,46,1400
R,5,46,1780
B,4,46,1440
R,4,46,1560
R,5,46,1460
R,4,46,1560
R,5,46,1480
R,5,46,1540
R,4,46,1340
R,4,46,1380
R,4,46,1400
R,4,46,1500
R,5,46,1520
R,4,46,1740
R,5,46,1800
R,5,46,1300
R,4,46,1420
R,5,46,1260
R,5,46,1320
R,5,46,1660
R,5,46,1480
R,4,46,1380
R,4,46,1425
B,5,46,1250
R,4,46,1290
R,4,46,1335
R,4,46,1360
R,5,46,1380
R,5,46.5,1460
R,4,46.5,1580
R,4,46.5,1620
R,5,46.5,1740
R,4,46.5,1480
B,5,46.5,1420
R,4,46.5,1580
R,4,46.5,1820
R,4,46.5,1480
R,4,46.5,1540
R,5,46.5,1740
R,5,46.5,1540
R,4,46.5,1520
R,5,46.5,1440
R,4,46.5,1500
R,5,46.5,1300
R,5,46.5,1660
B,5,46.5,1320
R,4,46.5,1520
R,5,46.5,1580
R,4,46.5,1580
B,4,46.5,1320
B,5,46.5,1340
R,5,46.5,1520
R,5,46.5,1400
R,5,46.5,1540
R,4,46.5,1560
R,5,46.5,1620
R,5,46.5,1540
R,4,47,1440
R,6,47,1580
R,5,47,1640
R,5,47,1660
R,5,47,1440
R,5,47,1580
R,5,47,1760
R,5,47,1640
R,5,47,1720
R,4,47,1600
R,4,47,1540
R,4,47,1560
R,5,47,1580
R,5,47,1940
R,4,47,1740
B,5,47,1440
R,4,47,1360
B,4,47,1480
R,5,47,1300
R,4,47,1600
R,5,47,1420
R,4,47,1620
R,4,47,1860
R,5,47,1560
R,5,47,1640
R,5,47,1700
R,4,47,1540
R,4,47,1540
R,4,47,1900
R,4,47,1580
R,4,47,1440
R,5,47,1640
R,5,47,1700
R,5,47,1340
R,5,47,1520
R,4,47,1560
R,5,47,1560
R,5,47,1575
R,4,47,1590
R,4,47,1555
R,5,47,1690
B,5,47,1540
R,5,47.5,1940
B,5,47.5,1540
R,4,47.5,1540
R,4,47.5,1540
R,5,47.5,1720
R,4,47.5,1840
R,5,47.5,1540
R,4,47.5,1720
R,5,47.5,1720
R,5,47.5,1840
R,4,47.5,1500
R,5,47.5,1440
R,5,47.5,1480
R,5,47.5,1580
R,5,47.5,1820
R,4,47.5,1720
R,5,47.5,1620
R,4,47.5,1720
R,5,47.5,1740
R,5,47.5,1740
R,5,47.5,1500
R,5,47.5,1520
R,5,47.5,1640
R,5,47.5,1480
R,5,47.5,1565
R,4,47.5,1420
R,4,48,1720
R,4,48,1780
B,4,48,1580
R,4,48,1680
R,4,48,1500
R,5,48,1720
R,4,48,1500
R,4,48,1940
R,5,48,1700
R,4,48,1840
R,4,48,1700
R,4,48,1680
R,5,48,1540
R,5,48,1640
R,5,48,1700
R,5,48,1780
B,5,48,1380
R,4,48,1920
R,5,48,1920
R,4,48,1720
R,5,48,2060
R,5,48,1560
R,5,48,1820
R,5,48,1620
R,5,48,1860
R,5,48,1440
R,4,48,1500
R,5,48,1460
R,6,48,1840
R,4,48,1680
R,5,48,1760
R,4,48,1720
R,5,48,1460
R,4,48,1680
R,5,48,1620
R,5,48,1620
R,5,48,1640
R,4,48,1535
R,5,48,1620
R,4,48.3,1820
R,5,48.5,1500
R,5,48.5,1540
R,5,48.5,1660
R,4,48.5,1920
R,5,48.5,1800
R,5,48.5,1840
R,4,48.5,1500
R,4,48.5,1600
R,4,48.5,1620
R,4,48.5,1620
R,5,48.5,1680
R,5,48.5,1800
R,5,48.5,1580
R,5,48.5,1440
R,5,48.8,1780
R,5,49,1800
R,5,49,1760
R,5,49,1780
R,5,49,1800
R,5,49,1700
R,4,49,1640
R,5,49,1780
R,6,49,1940
R,5,49,1660
R,5,49,1700
R,5,49,NA
R,5,49,1760
R,5,49,1860
R,5,49,1640
R,5,49,1780
R,5,49,1700
R,6,49,2000
R,5,49,1420
R,5,49,1600
R,5,49,1600
R,4,49,1635
R,4,49,1715
R,5,49,1760
R,6,49.5,1960
R,5,49.5,1680
R,5,49.5,1780
R,6,49.5,1840
R,5,49.5,1940
R,5,49.5,1720
R,5,49.5,1900
R,5,49.5,2000
R,5,49.5,1480
R,6,49.5,1900
R,5,50,1700
R,5,50,1760
R,5,50,2080
R,5,50,1980
R,5,50,1880
R,5,50,2060
R,5,50,1800
R,5,50,1840
R,5,50,1980
R,6,50,1760
R,5,50,1860
R,5,50.5,2000
R,6,50.5,1740
R,5,50.5,1840
R,5,50.5,1880
R,4,50.5,1820
R,4,50.5,1620
R,6,51,2000
R,5,51,2100
R,4,51,2060
R,5,51,2120
R,5,51,1880
R,4,51,1920
R,4,53,1250
B,5,32,900
B,3,33,540
B,3,33,460
B,3,34,620
B,3,34,560
B,3,34,500
B,4,34.5,580
B,4,35,860
B,3,36,880
B,5,36,620
B,4,36,680
B,4,36,640
B,3,36.5,760
B,4,36.5,720
B,4,36.5,640
B,4,36.5,660
B,3,36.5,560
B,4,36.5,620
R,4,37,860
B,4,37,820
B,3,37,640
B,4,37,640
B,4,37,620
B,4,37,700
B,4,37,760
B,4,37,740
B,4,37.5,700
B,3,37.5,640
B,3,37.5,800
B,4,37.5,700
B,4,37.5,720
B,4,37.5,780
B,4,38,800
B,4,38,800
B,4,38,820
B,4,38,920
B,4,38,720
B,4,38,800
B,4,38,720
B,4,38,720
B,5,38,760
B,4,38,780
B,3,38,720
B,4,38,760
B,4,38,680
B,5,38,660
B,4,38,720
B,5,38,760
B,4,38.5,840
B,4,38.5,920
B,4,38.5,680
B,4,38.5,760
B,4,38.5,720
B,5,38.5,760
B,4,38.5,780
B,4,38.5,860
B,4,38.5,800
B,4,38.5,720
B,4,38.5,720
B,4,38.5,720
B,5,39,880
B,5,39,900
B,5,39,700
B,4,39,820
B,5,39,820
B,4,39,680
B,4,39,800
B,4,39,800
B,4,39,740
B,4,39,800
B,4,39,820
B,4,39,840
B,4,39,900
B,4,39,820
B,4,39,640
B,4,39,780
B,3,39,720
B,3,39,780
B,4,39,720
B,4,39,740
B,5,39,920
B,4,39,740
B,5,39,860
B,4,39,780
B,4,39,860
B,4,39,860
B,4,39,700
B,4,39,780
B,4,39,820
B,4,39,780
B,4,39,940
B,4,39,800
B,4,39,940
B,5,39.5,900
B,5,39.5,1040
B,4,39.5,780
B,3,39.5,800
B,4,39.5,820
B,4,39.5,920
B,5,39.5,680
B,4,39.5,800
B,5,39.5,800
B,5,39.5,920
B,4,39.5,800
B,4,39.5,820
B,4,39.5,860
B,5,39.5,960
B,5,39.5,880
B,5,40,820
B,5,40,820
B,5,40,860
B,5,40,960
B,5,40,800
B,4,40,820
B,4,40,860
B,6,40,900
B,4,40,1040
B,4,40,900
B,4,40,740
B,4,40,780
B,4,40,800
B,5,40,840
B,4,40,900
B,4,40,780
B,4,40,800
B,4,40,820
B,5,40,820
B,4,40,880
B,4,40,900
B,5,40,940
B,5,40,860
B,4,40,800
B,4,40,900
B,4,40,860
B,4,40,940
B,4,40,760
B,4,40,760
B,5,40,720
B,4,40,840
B,4,40,740
B,4,40,740
B,4,40,900
B,4,40,960
B,4,40,840
B,4,40,860
B,4,40,880
R,4,40,1000
B,4,40,760
B,5,40.5,980
B,5,40.5,1000
B,4,40.5,960
B,4,40.5,840
B,5,40.5,840
B,4,40.5,800
B,4,40.5,960
B,5,40.5,780
R,4,40.5,1020
B,5,40.5,880
B,4,40.5,800
R,4,40.5,1040
B,5,40.5,920
B,5,40.5,660
B,5,40.5,760
B,4,40.5,820
B,4,40.5,900
B,4,40.5,1040
B,4,40.5,980
B,4,40.5,780
R,4,40.5,1000
B,4,40.5,880
B,4,40.5,960
B,5,40.5,1040
R,4,40.5,1260
B,5,40.5,960
R,5,40.5,1180
B,5,41,920
B,5,41,900
B,4,41,920
B,4,41,940
B,4,41,1020
B,4,41,1000
B,5,41,1120
B,4,41,840
B,4,41,1300
B,4,41,900
B,5,41,900
R,5,41,980
B,4,41,940
R,4,41,960
B,4,41,840
B,4,41,920
B,4,41,840
B,5,41,940
R,4,41,1060
B,5,41,740
B,5,41,760
B,5,41,820
B,5,41,840
B,4,41,880
R,5,41,1080
B,4,41,820
B,4,41,1060
B,5,41,900
B,5,41,720
B,4,41,880
B,4,41,860
B,4,41,920
B,4,41,960
R,5,41,1000
B,4,41,760
B,4,41,980
B,4,41,880
B,5,41,1020
B,4,41,780
B,4,41,940
B,4,41,980
R,4,41,1160
R,5,41,1240
B,5,41.5,920
B,4,41.5,740
B,4,41.5,1040
B,3,41.5,860
B,5,41.5,940
B,5,41.5,900
B,4,41.5,1000
B,5,41.5,1040
B,4,41.5,1040
B,4,41.5,880
B,4,41.5,980
B,4,41.5,920
B,4,41.5,1060
B,4,41.5,1000
B,4,41.5,940
B,5,41.5,1060
R,4,41.5,1020
R,4,41.5,1160
B,4,41.5,1040
B,5,42,880
B,5,42,920
B,5,42,940
B,5,42,1060
B,5,42,940
B,4,42,1020
B,5,42,1060
B,5,42,980
B,5,42,1040
B,4,42,980
B,4,42,1100
B,5,42,980
B,5,42,760
B,3,42,880
B,5,42,920
B,4,42,920
B,4,42,1000
B,4,42,900
B,5,42,940
B,5,42,980
B,5,42,940
B,5,42,1060
R,4,42,860
B,6,42,940
B,4,42,940
R,4,42,1140
R,4,42,1100
B,5,42,1160
R,5,42,1400
R,5,42,1000
B,5,42,1060
R,5,42,1380
R,5,42,1120
R,4,42,1020
B,5,42.5,1020
B,6,42.5,1000
B,6,42.5,840
R,5,42.5,1100
B,6,42.5,1180
R,5,42.5,1220
B,4,42.5,1000
B,5,43,1040
B,5,43,1080
R,5,43,1120
B,5,43,940
B,4,43,1000
B,5,43,1000
R,5,43,1240
B,5,43,1060
R,5,43,1480
B,6,43,1520
B,5,43,1000
R,4,43,1240
B,4,43,940
R,4,43,1080
B,5,43,1180
B,4,43,860
B,5,43,900
B,4,43,1000
B,5,43,1020
B,5,43,1120
R,5,43,1280
R,4,43,1240
B,5,43,1040
B,5,43.5,920
B,4,43.5,1040
B,4,43.5,1200
B,4,43.5,940
R,4,43.5,1180
R,4,43.5,1280
B,4,43.5,960
B,5,43.5,1940
R,5,43.5,960
R,5,43.5,1460
B,5,43.5,1160
R,5,43.5,1380
B,5,43.5,1180
R,6,43.5,1200
B,5,44,980
B,5,44,1080
B,5,44,1020
B,6,44,1160
B,5,44,1260
B,4,44,1000
R,5,44,1160
R,5,44,1160
B,5,44,940
R,5,44,1260
B,4,44,940
R,5,44,1280
B,5,44,1180
R,5,44,1360
R,5,44,1040
B,5,44.5,1040
B,5,44.5,1060
B,5,44.5,1080
B,4,44.5,1120
R,6,44.5,1140
R,6,44.5,1240
R,5,44.5,1260
R,5,44.5,1460
R,5,44.5,1140
B,4,44.5,1220
B,4,44.5,1300
B,6,44.5,1320
B,6,44.5,1180
R,4,45,1300
B,5,45,1240
B,5,45,1240
R,5,45,1040
B,4,45,1100
B,5,45,1300
B,5,45,1360
B,5,45,1180
R,5,45,1180
R,5,45,1280
R,5,45,1380
R,5,45,1220
R,5,45,1460
R,4,45,1140
R,5,45,1360
R,5,45,1180
R,5,45,1600
B,4,45,1220
B,6,45.5,1140
R,5,45.5,1560
R,7,45.5,1360
R,5,45.5,1340
R,5,45.5,1460
R,5,45.5,1460
B,5,45.5,1260
B,4,45.5,1360
R,5,45.5,1440
R,6,45.5,1480
R,5,46,1620
R,5,46,1240
R,5,46,1300
R,5,46,1500
R,5,46,1500
R,5,46,1480
R,5,46,1360
R,5,46,1260
R,5,46,1380
R,5,46,1420
R,5,46,1460
R,5,46,1080
R,5,46,1360
B,4,46,1240
R,5,46,1440
R,6,46,1240
R,5,46,1420
R,5,46,1360
R,5,46,1360
R,5,46.5,1500
R,6,46.5,1060
R,6,46.5,1400
